                    Name      Mass  Radius  Orbit  Smass  Distance  Habitable           Method  Year  Unnamed: 9
1470        Kepler-148 b      6.88    1.80   0.03   0.98       NaN          0  Primary Transit  2014         NaN
1471        Kepler-148 c      9.22    3.60   0.05   0.96       NaN          0  Primary Transit  2014         NaN
1473        Kepler-149 b     14.86    4.21   0.18   0.98       NaN          0  Primary Transit  2014         NaN
1474        Kepler-149 c      4.54    1.61   0.28   0.97       NaN          0  Primary Transit  2014         NaN
1475        Kepler-149 d     12.30    3.95   0.57   0.97       NaN          0  Primary Transit  2014         NaN
1476        Kepler-150 b      1.86    1.25   0.04   0.97    973.00          0  Primary Transit  2014         NaN
1477        Kepler-150 c      9.94    3.68   0.07   0.95    973.00          0  Primary Transit  2014         NaN
1478        Kepler-150 d      4.18    2.79   0.10   0.95    973.00          0  Primary Transit  2014         NaN
1479        Kepler-150 e      5.92    3.11   0.19   0.95    973.00          0  Primary Transit  2014         NaN
1480        Kepler-150 f      9.00    3.64   1.24   0.63    973.00          0  Primary Transit  2017         NaN
1481        Kepler-151 b      5.59    3.06   0.12   0.83       NaN          0  Primary Transit  2014         NaN
1482        Kepler-151 c     12.15    2.08   0.16   0.83       NaN          0  Primary Transit  2014         NaN
1483        Kepler-152 b      4.18    2.79   0.12   0.77       NaN          0  Primary Transit  2014         NaN
1484        Kepler-152 c     21.70    2.39   0.36   0.77       NaN          0  Primary Transit  2014         NaN
1485        Kepler-153 b      4.86    2.92   0.13   0.80       NaN          0  Primary Transit  2014         NaN
1486        Kepler-153 c      3.06    2.53   0.24   0.81       NaN          0  Primary Transit  2014         NaN
1487        Kepler-154 b     17.18    2.26   0.20   0.89       NaN          0  Primary Transit  2014         NaN
1488        Kepler-154 c      4.98    2.95   0.30   0.89       NaN          0  Primary Transit  2014         NaN
1492        Kepler-155 b     12.15    2.08   0.06   0.58       NaN          0  Primary Transit  2014         NaN
1493        Kepler-155 c     16.46    2.24   0.24   0.58       NaN          0  Primary Transit  2014         NaN
1494        Kepler-156 b     18.31    2.30   0.05   0.85       NaN          0  Primary Transit  2014         NaN
1495        Kepler-156 c      3.10    2.54   0.12   0.85       NaN          0  Primary Transit  2014         NaN
1496        Kepler-157 b      2.23    1.32   0.03   0.98       NaN          0  Primary Transit  2014         NaN
1497        Kepler-157 c     16.46    2.24   0.11   0.97       NaN          0  Primary Transit  2014         NaN
1499        Kepler-158 b     12.97    2.12   0.11   0.65       NaN          0  Primary Transit  2014         NaN
1500        Kepler-158 c      8.48    1.90   0.16   0.65       NaN          0  Primary Transit  2014         NaN
1501        Kepler-159 b     21.25    2.37   0.08   0.72       NaN          0  Primary Transit  2014         NaN
1502        Kepler-159 c      7.81    3.40   0.22   0.73       NaN          0  Primary Transit  2014         NaN
1503        Kepler-160 b      3.78    1.53   0.05   0.90       NaN          0  Primary Transit  2014         NaN
1504        Kepler-160 c      9.31    3.61   0.11   0.92       NaN          0  Primary Transit  2014         NaN
1505        Kepler-161 b     12.97    2.12   0.05   0.77       NaN          0  Primary Transit  2014         NaN
1506        Kepler-161 c     11.37    2.05   0.07   0.77       NaN          0  Primary Transit  2014         NaN
1507        Kepler-162 b      1.86    1.25   0.07   0.92       NaN          0  Primary Transit  2014         NaN
1508        Kepler-162 c      5.40    3.02   0.14   0.91       NaN          0  Primary Transit  2014         NaN
1509        Kepler-163 b      1.03    1.05   0.08   0.96       NaN          0  Primary Transit  2014         NaN
1510        Kepler-163 c     17.18    2.26   0.15   0.96       NaN          0  Primary Transit  2014         NaN
1511        Kepler-164 b      2.81    1.41   0.06   1.11       NaN          0  Primary Transit  2014         NaN
1512        Kepler-164 c      3.92    2.73   0.10   1.11       NaN          0  Primary Transit  2014         NaN
1513        Kepler-164 d     24.64    2.45   0.19   1.11       NaN          0  Primary Transit  2014         NaN
1514        Kepler-165 b     19.11    2.32   0.07   0.74       NaN          0  Primary Transit  2014         NaN
1515        Kepler-165 c     16.11    2.23   0.11   0.76       NaN          0  Primary Transit  2014         NaN
1516        Kepler-166 b     17.55    2.27   0.07   0.85       NaN          0  Primary Transit  2014         NaN
1517        Kepler-166 c     21.25    2.37   0.20   0.84       NaN          0  Primary Transit  2014         NaN
1519        Kepler-167 b      3.05    1.44   0.05   0.76       NaN          0  Primary Transit  2014         NaN
1520        Kepler-167 c      2.51    1.37   0.07   0.76       NaN          0  Primary Transit  2014         NaN
1521        Kepler-167 d      1.91    1.19   0.14   0.76       NaN          0  Primary Transit  2016         NaN
1522        Kepler-167 e   1271.76   10.19   1.89   0.76       NaN          0  Primary Transit  2016         NaN
1523        Kepler-168 b      3.14    1.46   0.06   1.20       NaN          0  Primary Transit  2014         NaN
1524        Kepler-168 c      3.72    2.69   0.12   1.20       NaN          0  Primary Transit  2014         NaN
1525        Kepler-169 b      1.31    1.13   0.04   0.86       NaN          0  Primary Transit  2014         NaN
1526        Kepler-169 c      1.65    1.21   0.06   0.86       NaN          0  Primary Transit  2014         NaN
1527        Kepler-169 d      1.86    1.25   0.07   0.86       NaN          0  Primary Transit  2014         NaN
1528        Kepler-169 e     15.10    2.20   0.10   0.86       NaN          0  Primary Transit  2014         NaN
1529        Kepler-169 f      3.24    2.58   0.36   0.86       NaN          0  Primary Transit  2014         NaN
1530        Kepler-170 b      6.39    3.19   0.08   1.09       NaN          0  Primary Transit  2014         NaN
1531        Kepler-170 c      4.51    2.86   0.13   1.08       NaN          0  Primary Transit  2014         NaN
1532        Kepler-171 b     19.94    2.34   0.05   0.96       NaN          0  Primary Transit  2014         NaN
1533        Kepler-171 c      3.15    2.55   0.10   0.96       NaN          0  Primary Transit  2014         NaN
1534        Kepler-171 d      8.29    1.89   0.22   0.94       NaN          0  Primary Transit  2014         NaN
1535        Kepler-172 b     20.36    2.35   0.04   0.86       NaN          0  Primary Transit  2014         NaN
1536        Kepler-172 c      4.51    2.86   0.07   0.86       NaN          0  Primary Transit  2014         NaN
1537        Kepler-172 d     16.81    2.25   0.12   0.86       NaN          0  Primary Transit  2014         NaN
1538        Kepler-172 e      4.02    2.76   0.21   0.86       NaN          0  Primary Transit  2014         NaN
1539        Kepler-173 b      2.04    1.29   0.05   0.78       NaN          0  Primary Transit  2014         NaN
1540        Kepler-173 c     23.62    2.43   0.07   0.78       NaN          0  Primary Transit  2014         NaN
1541        Kepler-174 b      9.51    1.96   0.10   0.68    360.00          0  Primary Transit  2014         NaN
1542        Kepler-174 c      3.40    1.49   0.21   0.68    360.00          0  Primary Transit  2014         NaN
1543        Kepler-174 d     14.78    2.18   0.68   0.68    360.00          1  Primary Transit  2014         NaN
1544        Kepler-175 b      3.15    2.55   0.10   1.04       NaN          0  Primary Transit  2014         NaN
1545        Kepler-175 c      5.85    3.10   0.21   1.04       NaN          0  Primary Transit  2014         NaN
1546        Kepler-176 b      2.97    1.43   0.06   0.88       NaN          0  Primary Transit  2014         NaN
1547        Kepler-176 c      3.33    2.60   0.10   0.87       NaN          0  Primary Transit  2014         NaN
1548        Kepler-176 d      2.97    2.51   0.16   0.87       NaN          0  Primary Transit  2014         NaN
1550        Kepler-177 b      1.70    2.90   0.21   0.93       NaN          0  Primary Transit  2013         NaN
1551        Kepler-177 c      6.30    7.11   0.26   0.93       NaN          0  Primary Transit  2013         NaN
1552        Kepler-178 b      4.74    2.90   0.09   0.89       NaN          0  Primary Transit  2014         NaN
1553        Kepler-178 c      4.62    2.88   0.14   0.90       NaN          0  Primary Transit  2014         NaN
1554        Kepler-178 d     12.19    3.94   0.40   0.89       NaN          0  Primary Transit  2014         NaN
1555        Kepler-179 b      4.77    1.64   0.04   0.83       NaN          0  Primary Transit  2014         NaN
1556        Kepler-179 c     10.17    1.99   0.06   0.85       NaN          0  Primary Transit  2014         NaN
1557        Kepler-180 b      3.49    1.50   0.11   0.84       NaN          0  Primary Transit  2014         NaN
1558        Kepler-180 c      5.34    3.01   0.23   0.84       NaN          0  Primary Transit  2014         NaN
1559        Kepler-181 b      1.92    1.27   0.04   0.87       NaN          0  Primary Transit  2014         NaN
1560        Kepler-181 c     10.17    1.99   0.05   0.85       NaN          0  Primary Transit  2014         NaN
1561        Kepler-182 b      3.24    2.58   0.10   1.14       NaN          0  Primary Transit  2014         NaN
1562        Kepler-182 c      7.97    3.43   0.16   1.14       NaN          0  Primary Transit  2014         NaN
1563        Kepler-183 b     11.62    2.06   0.06   1.08       NaN          0  Primary Transit  2014         NaN
1564        Kepler-183 c     17.55    2.27   0.10   1.08       NaN          0  Primary Transit  2014         NaN
1565        Kepler-184 b     20.80    2.36   0.09   0.91       NaN          0  Primary Transit  2014         NaN
1566        Kepler-184 c      9.72    1.97   0.14   0.91       NaN          0  Primary Transit  2014         NaN
1567        Kepler-184 d     26.25    2.49   0.18   0.91       NaN          0  Primary Transit  2014         NaN
1568        Kepler-185 b      1.45    1.16   0.03   0.79       NaN          0  Primary Transit  2014         NaN
1569        Kepler-185 c     10.64    2.02   0.14   0.79       NaN          0  Primary Transit  2014         NaN
1570        Kepler-186 b      1.35    1.14   0.04   0.48    172.00          0  Primary Transit  2014         NaN
1571        Kepler-186 c      2.37    1.34   0.06   0.48    172.00          0  Primary Transit  2014         NaN
1572        Kepler-186 d      3.99    1.56   0.09   0.48    172.00          0  Primary Transit  2014         NaN
1573        Kepler-186 e      2.30    1.33   0.13   0.48    172.00          0  Primary Transit  2014         NaN
1575        Kepler-187 b      2.81    1.41   0.06   0.85       NaN          0  Primary Transit  2014         NaN
1576        Kepler-187 c      3.62    2.67   0.10   0.85       NaN          0  Primary Transit  2014         NaN
1577        Kepler-188 b      5.27    1.68   0.03   1.03       NaN          0  Primary Transit  2014         NaN
1578        Kepler-188 c      6.39    3.19   0.07   1.07       NaN          0  Primary Transit  2014         NaN
1579        Kepler-189 b      1.65    1.21   0.09   0.79       NaN          0  Primary Transit  2014         NaN
1580        Kepler-189 c     21.25    2.37   0.14   0.79       NaN          0  Primary Transit  2014         NaN
1581        Kepler-190 b      3.99    1.56   0.03   0.84       NaN          0  Primary Transit  2014         NaN
1582        Kepler-190 c      3.14    1.46   0.04   0.84       NaN          0  Primary Transit  2014         NaN
1583        Kepler-191 b      2.37    1.34   0.09   0.85       NaN          0  Primary Transit  2014         NaN
1584        Kepler-191 c      7.73    1.86   0.13   0.85       NaN          0  Primary Transit  2014         NaN
1586        Kepler-192 b      3.92    2.73   0.09   0.99       NaN          0  Primary Transit  2014         NaN
1587        Kepler-192 c      4.18    2.79   0.15   1.00       NaN          0  Primary Transit  2014         NaN
1589        Kepler-193 b     21.70    2.39   0.11   1.23       NaN          0  Primary Transit  2014         NaN
1590        Kepler-193 c      3.97    2.74   0.29   1.22       NaN          0  Primary Transit  2014         NaN
1591        Kepler-194 b      3.59    1.51   0.03   1.00       NaN          0  Primary Transit  2014         NaN
1592        Kepler-194 c      3.28    2.59   0.13   1.00       NaN          0  Primary Transit  2014         NaN
1593        Kepler-194 d     22.16    2.40   0.28   1.00       NaN          0  Primary Transit  2014         NaN
1594        Kepler-195 b     10.88    2.03   0.08   0.88       NaN          0  Primary Transit  2014         NaN
1595        Kepler-195 c      3.88    1.55   0.20   0.88       NaN          0  Primary Transit  2014         NaN
1596        Kepler-196 b      8.48    1.90   0.14   0.82       NaN          0  Primary Transit  2014         NaN
1597        Kepler-196 c     16.46    2.24   0.24   0.82       NaN          0  Primary Transit  2014         NaN
1598        Kepler-197 b      1.06    1.06   0.06   0.92       NaN          0  Primary Transit  2014         NaN
1599        Kepler-197 c      5.40    1.21   0.09   0.91       NaN          0  Primary Transit  2014         NaN
1600        Kepler-197 d      1.81    1.24   0.12   0.92       NaN          0  Primary Transit  2014         NaN
1601        Kepler-197 e      0.82    0.98   0.15   0.93       NaN          0  Primary Transit  2014         NaN
1602        Kepler-198 b      4.34    2.82   0.13   0.93       NaN          0  Primary Transit  2014         NaN
1603        Kepler-198 c     25.16    2.46   0.26   0.93       NaN          0  Primary Transit  2014         NaN
1605        Kepler-199 b      5.85    3.10   0.16   0.94       NaN          0  Primary Transit  2014         NaN
1606        Kepler-199 c      6.75    3.25   0.32   0.94       NaN          0  Primary Transit  2014         NaN
1607        Kepler-200 b     13.26    2.13   0.08   0.93       NaN          0  Primary Transit  2014         NaN
1608        Kepler-200 c      4.31    1.59   0.09   0.93       NaN          0  Primary Transit  2014         NaN
1609        Kepler-201 b     24.64    2.45   0.17   1.17       NaN          0  Primary Transit  2014         NaN
1610        Kepler-201 c      4.45    2.84   0.57   1.17       NaN          0  Primary Transit  2014         NaN
1611        Kepler-202 b      4.65    1.62   0.04   0.73       NaN          0  Primary Transit  2014         NaN
1612        Kepler-202 c      7.56    1.85   0.11   0.73       NaN          0  Primary Transit  2014         NaN
1613        Kepler-203 b      3.19    2.56   0.04   0.98       NaN          0  Primary Transit  2014         NaN
1614        Kepler-203 c     25.16    2.46   0.06   0.98       NaN          0  Primary Transit  2014         NaN
1615        Kepler-203 d      2.97    1.43   0.10   0.98       NaN          0  Primary Transit  2014         NaN
1616        Kepler-204 b      3.06    2.53   0.12   0.96       NaN          0  Primary Transit  2014         NaN
1617        Kepler-204 c      6.72    1.79   0.17   0.96       NaN          0  Primary Transit  2014         NaN
1618        Kepler-205 b      3.59    1.51   0.03   0.58       NaN          0  Primary Transit  2014         NaN
1619        Kepler-205 c      4.77    1.64   0.12   0.59       NaN          0  Primary Transit  2014         NaN
1620        Kepler-206 b      1.59    1.20   0.08   0.94       NaN          0  Primary Transit  2014         NaN
1621        Kepler-206 c      6.40    1.77   0.11   0.94       NaN          0  Primary Transit  2014         NaN
1622        Kepler-206 d      1.54    1.19   0.16   0.94       NaN          0  Primary Transit  2014         NaN
1623        Kepler-207 b      4.09    1.57   0.03   1.25       NaN          0  Primary Transit  2014         NaN
1624        Kepler-207 c      3.49    1.50   0.04   1.21       NaN          0  Primary Transit  2014         NaN
1625        Kepler-207 d      7.12    3.30   0.07   1.22       NaN          0  Primary Transit  2014         NaN
1626        Kepler-208 b      4.65    1.62   0.05   1.03       NaN          0  Primary Transit  2014         NaN
1627        Kepler-208 c      2.65    1.39   0.08   1.03       NaN          0  Primary Transit  2014         NaN
1628        Kepler-208 d      1.59    1.20   0.10   1.03       NaN          0  Primary Transit  2014         NaN
1629        Kepler-208 e      3.31    1.48   0.13   1.03       NaN          0  Primary Transit  2014         NaN
1630        Kepler-209 b     17.18    2.26   0.12   0.94       NaN          0  Primary Transit  2014         NaN
1631        Kepler-209 c      5.85    3.10   0.23   0.94       NaN          0  Primary Transit  2014         NaN
1632        Kepler-210 b     11.17    3.83   0.01   0.63       NaN          0  Primary Transit  2014         NaN
1633        Kepler-210 c     23.14    4.88   0.03   0.63       NaN          0  Primary Transit  2014         NaN
1634        Kepler-211 b      1.86    1.25   0.05   0.97       NaN          0  Primary Transit  2014         NaN
1635        Kepler-211 c      2.04    1.29   0.06   0.97       NaN          0  Primary Transit  2014         NaN
1636        Kepler-212 b      1.14    1.09   0.13   1.16       NaN          0  Primary Transit  2014         NaN
1637        Kepler-212 c      3.92    2.73   0.21   1.16       NaN          0  Primary Transit  2014         NaN
1638        Kepler-213 b      4.65    1.62   0.04   0.94       NaN          0  Primary Transit  2014         NaN
1639        Kepler-213 c     19.94    2.34   0.06   0.94       NaN          0  Primary Transit  2014         NaN
1640        Kepler-214 b      3.38    2.61   0.13   1.20       NaN          0  Primary Transit  2014         NaN
1641        Kepler-214 c     13.26    2.13   0.19   1.18       NaN          0  Primary Transit  2014         NaN
1642        Kepler-215 b      4.65    1.62   0.08   0.77       NaN          0  Primary Transit  2014         NaN
1643        Kepler-215 c      6.40    1.77   0.11   0.77       NaN          0  Primary Transit  2014         NaN
1644        Kepler-215 d     21.70    2.39   0.18   0.77       NaN          0  Primary Transit  2014         NaN
1645        Kepler-215 e      6.10    1.75   0.31   0.77       NaN          0  Primary Transit  2014         NaN
1646        Kepler-216 b     20.36    2.35   0.08   1.11       NaN          0  Primary Transit  2014         NaN
1647        Kepler-216 c      5.46    3.04   0.14   1.11       NaN          0  Primary Transit  2014         NaN
1648        Kepler-217 b     16.11    2.23   0.07   1.27       NaN          0  Primary Transit  2014         NaN
1649        Kepler-217 c      7.56    1.85   0.09   1.28       NaN          0  Primary Transit  2014         NaN
1651        Kepler-218 b      3.31    1.48   0.05   0.99       NaN          0  Primary Transit  2014         NaN
1652        Kepler-218 c      6.05    3.14   0.25   1.02       NaN          0  Primary Transit  2014         NaN
1654        Kepler-219 b      4.98    2.95   0.06   1.18       NaN          0  Primary Transit  2014         NaN
1655        Kepler-219 c      9.05    3.57   0.17   1.16       NaN          0  Primary Transit  2014         NaN
1656        Kepler-219 d      4.29    2.81   0.27   1.17       NaN          0  Primary Transit  2014         NaN
1657        Kepler-220 b      0.43    0.81   0.05   0.75       NaN          0  Primary Transit  2014         NaN
1658        Kepler-220 c      4.09    1.57   0.08   0.72       NaN          0  Primary Transit  2014         NaN
1659        Kepler-220 d      0.80    0.97   0.16   0.73       NaN          0  Primary Transit  2014         NaN
1660        Kepler-220 e      2.30    1.33   0.23   0.73       NaN          0  Primary Transit  2014         NaN
1661        Kepler-221 b      5.68    1.71   0.04   0.72       NaN          0  Primary Transit  2014         NaN
1662        Kepler-221 c      4.86    2.92   0.06   0.72       NaN          0  Primary Transit  2014         NaN
1663        Kepler-221 d      3.92    2.73   0.09   0.72       NaN          0  Primary Transit  2014         NaN
1664        Kepler-221 e      3.47    2.63   0.13   0.72       NaN          0  Primary Transit  2014         NaN
1665        Kepler-222 b      6.19    3.16   0.05   0.95       NaN          0  Primary Transit  2014         NaN
1666        Kepler-222 c     19.83    4.64   0.09   0.99       NaN          0  Primary Transit  2014         NaN
1667        Kepler-222 d      9.94    3.68   0.18   0.99       NaN          0  Primary Transit  2014         NaN
1668        Kepler-223 b      5.40    1.69   0.07   0.95       NaN          0  Primary Transit  2014         NaN
1669        Kepler-223 c     10.17    1.99   0.09   0.94       NaN          0  Primary Transit  2014         NaN
1670        Kepler-223 d      5.16    2.98   0.12   0.95       NaN          0  Primary Transit  2014         NaN
1671        Kepler-223 e     22.16    2.40   0.14   0.94       NaN          0  Primary Transit  2014         NaN
1672        Kepler-224 b      2.65    1.39   0.04   0.74       NaN          0  Primary Transit  2014         NaN
1673        Kepler-224 c      5.92    3.11   0.06   0.74       NaN          0  Primary Transit  2014         NaN
1674        Kepler-224 d     18.31    2.30   0.09   0.74       NaN          0  Primary Transit  2014         NaN
1675        Kepler-224 e      9.72    1.97   0.12   0.74       NaN          0  Primary Transit  2014         NaN
1676        Kepler-225 b      1.59    1.20   0.06   0.52       NaN          0  Primary Transit  2014         NaN
1677        Kepler-225 c      7.38    1.84   0.11   0.52       NaN          0  Primary Transit  2014         NaN
1678        Kepler-226 b      3.88    1.55   0.05   0.86       NaN          0  Primary Transit  2014         NaN
1679        Kepler-226 c     17.55    2.27   0.06   0.86       NaN          0  Primary Transit  2014         NaN
1680        Kepler-226 d      1.70    1.22   0.08   0.86       NaN          0  Primary Transit  2014         NaN
1681        Kepler-227 b      5.85    3.10   0.09   1.08       NaN          0  Primary Transit  2014         NaN
1682        Kepler-227 c      5.46    3.04   0.29   1.10       NaN          0  Primary Transit  2014         NaN
1683        Kepler-228 b      3.69    1.52   0.04   1.11       NaN          0  Primary Transit  2014         NaN
1684        Kepler-228 c      3.77    2.70   0.05   1.10       NaN          0  Primary Transit  2014         NaN
1685        Kepler-228 d     13.05    4.03   0.10   1.12       NaN          0  Primary Transit  2014         NaN
1686        Kepler-229 b     15.10    2.20   0.06   0.81       NaN          0  Primary Transit  2014         NaN
1687        Kepler-229 c     23.62    4.92   0.12   0.83       NaN          0  Primary Transit  2014         NaN
1688        Kepler-229 d     11.27    3.84   0.22   0.84       NaN          0  Primary Transit  2014         NaN
1689        Kepler-230 b     15.34    4.26   0.19   0.87       NaN          0  Primary Transit  2014         NaN
1690        Kepler-230 c     11.12    2.04   0.38   0.87       NaN          0  Primary Transit  2014         NaN
1691        Kepler-231 b      5.82    1.72   0.07   0.58       NaN          0  Primary Transit  2014         NaN
1692        Kepler-231 c      8.88    1.93   0.11   0.58       NaN          0  Primary Transit  2014         NaN
1693        Kepler-232 b      5.72    3.08   0.05   1.07       NaN          0  Primary Transit  2014         NaN
1694        Kepler-232 c     11.18    3.83   0.10   1.06       NaN          0  Primary Transit  2014         NaN
1695        Kepler-233 b     23.62    2.43   0.08   0.85       NaN          0  Primary Transit  2014         NaN
1696        Kepler-233 c      3.82    2.71   0.29   0.86       NaN          0  Primary Transit  2014         NaN
1697        Kepler-234 b     10.03    3.70   0.04   1.16       NaN          0  Primary Transit  2014         NaN
1698        Kepler-234 c      8.54    3.51   0.08   1.17       NaN          0  Primary Transit  2014         NaN
1699        Kepler-235 b     16.11    2.23   0.04   0.59       NaN          0  Primary Transit  2014         NaN
1700        Kepler-235 c      1.98    1.28   0.07   0.59       NaN          0  Primary Transit  2014         NaN
1701        Kepler-235 d     11.37    2.05   0.12   0.59       NaN          0  Primary Transit  2014         NaN
1702        Kepler-235 e     15.76    2.22   0.21   0.59       NaN          0  Primary Transit  2014         NaN
1703        Kepler-236 b      4.09    1.57   0.07   0.56       NaN          0  Primary Transit  2014         NaN
1704        Kepler-236 c     10.17    1.99   0.13   0.56       NaN          0  Primary Transit  2014         NaN
1705        Kepler-237 b      2.81    1.41   0.05   0.70       NaN          0  Primary Transit  2014         NaN
1706        Kepler-237 c     12.15    2.08   0.07   0.70       NaN          0  Primary Transit  2014         NaN
1707        Kepler-238 b      5.82    1.72   0.03   1.43       NaN          0  Primary Transit  2014         NaN
1708        Kepler-238 c     21.70    2.39   0.07   1.43       NaN          0  Primary Transit  2014         NaN
1709        Kepler-238 d      5.66    3.07   0.12   1.43       NaN          0  Primary Transit  2014         NaN
1710        Kepler-238 e    199.03    5.61   0.18   1.43       NaN          0  Primary Transit  2013         NaN
1711        Kepler-238 f     17.80    2.00   0.30   1.43       NaN          0  Primary Transit  2013         NaN
1712        Kepler-239 b     19.52    2.33   0.10   0.74       NaN          0  Primary Transit  2014         NaN
1713        Kepler-239 c      2.97    2.51   0.27   0.74       NaN          0  Primary Transit  2014         NaN
1714        Kepler-240 b      2.51    1.37   0.05   0.86       NaN          0  Primary Transit  2014         NaN
1715        Kepler-240 c     15.10    2.20   0.07   0.86       NaN          0  Primary Transit  2014         NaN
1716        Kepler-241 b     19.52    2.33   0.09   0.69       NaN          0  Primary Transit  2014         NaN
1717        Kepler-241 c      3.19    2.56   0.19   0.69       NaN          0  Primary Transit  2014         NaN
1718        Kepler-242 b      3.38    2.61   0.07   0.84       NaN          0  Primary Transit  2014         NaN
1719        Kepler-242 c     10.17    1.99   0.11   0.82       NaN          0  Primary Transit  2014         NaN
1720        Kepler-243 b     24.64    2.45   0.06   0.89       NaN          0  Primary Transit  2014         NaN
1721        Kepler-243 c     10.17    1.99   0.14   0.89       NaN          0  Primary Transit  2014         NaN
1722        Kepler-244 b      4.02    2.76   0.05   0.90       NaN          0  Primary Transit  2014         NaN
1723        Kepler-244 c     11.37    2.05   0.09   0.92       NaN          0  Primary Transit  2014         NaN
1724        Kepler-244 d     18.71    2.31   0.14   0.91       NaN          0  Primary Transit  2014         NaN
1725        Kepler-245 b      3.19    2.56   0.07   0.80       NaN          0  Primary Transit  2014         NaN
1726        Kepler-245 c     14.46    2.17   0.12   0.80       NaN          0  Primary Transit  2014         NaN
1727        Kepler-245 d      5.40    3.02   0.20   0.80       NaN          0  Primary Transit  2014         NaN
1729        Kepler-246 b     19.94    2.34   0.05   0.86       NaN          0  Primary Transit  2014         NaN
1730        Kepler-246 c      3.49    1.50   0.10   0.86       NaN          0  Primary Transit  2014         NaN
1731        Kepler-247 b      4.77    1.64   0.04   0.88       NaN          0  Primary Transit  2014         NaN
1732        Kepler-247 c     13.60    4.09   0.08   0.88       NaN          0  Primary Transit  2014         NaN
1733        Kepler-247 d     12.19    3.94   0.14   0.88       NaN          0  Primary Transit  2014         NaN
1734        Kepler-248 b      5.34    3.01   0.07   0.96       NaN          0  Primary Transit  2014         NaN
1735        Kepler-248 c     13.37    4.07   0.12   0.94       NaN          0  Primary Transit  2014         NaN
1736        Kepler-249 b      1.14    1.09   0.04   0.52       NaN          0  Primary Transit  2014         NaN
1737        Kepler-249 c      3.59    1.51   0.06   0.51       NaN          0  Primary Transit  2014         NaN
1738        Kepler-249 d      4.09    1.57   0.10   0.52       NaN          0  Primary Transit  2014         NaN
1739        Kepler-250 b      1.31    1.13   0.05   0.80       NaN          0  Primary Transit  2014         NaN
1740        Kepler-250 c     17.55    2.27   0.07   0.80       NaN          0  Primary Transit  2014         NaN
1741        Kepler-250 d     14.46    2.17   0.13   0.80       NaN          0  Primary Transit  2014         NaN
1742        Kepler-251 b      2.30    1.33   0.05   0.91       NaN          0  Primary Transit  2014         NaN
1743        Kepler-251 c      4.08    2.77   0.12   0.91       NaN          0  Primary Transit  2014         NaN
1744        Kepler-251 d      4.08    2.77   0.18   0.91       NaN          0  Primary Transit  2014         NaN
1745        Kepler-251 e      4.08    2.77   0.40   0.91       NaN          0  Primary Transit  2014         NaN
1746        Kepler-252 b      1.75    1.23   0.06   0.52       NaN          0  Primary Transit  2014         NaN
1747        Kepler-252 c     13.85    2.15   0.08   0.52       NaN          0  Primary Transit  2014         NaN
1748        Kepler-253 b      4.65    1.62   0.05   0.91       NaN          0  Primary Transit  2014         NaN
1749        Kepler-253 c      3.52    2.64   0.09   0.89       NaN          0  Primary Transit  2014         NaN
1750        Kepler-253 d      6.26    3.17   0.13   0.89       NaN          0  Primary Transit  2014         NaN
1751        Kepler-254 b     11.47    3.86   0.06   1.03       NaN          0  Primary Transit  2014         NaN
1752        Kepler-254 c     13.85    2.15   0.10   1.00       NaN          0  Primary Transit  2014         NaN
1753        Kepler-254 d     26.81    2.50   0.14   1.02       NaN          0  Primary Transit  2014         NaN
1754        Kepler-255 b      3.88    1.55   0.06   0.97       NaN          0  Primary Transit  2014         NaN
1755        Kepler-255 c      5.22    2.99   0.09   0.97       NaN          0  Primary Transit  2014         NaN
1757        Kepler-256 b      4.31    1.59   0.03   1.02       NaN          0  Primary Transit  2014         NaN
1758        Kepler-256 c     13.85    2.15   0.04   1.02       NaN          0  Primary Transit  2014         NaN
1759        Kepler-256 d     25.70    2.48   0.06   1.02       NaN          0  Primary Transit  2014         NaN
1760        Kepler-256 e     20.36    2.35   0.10   1.02       NaN          0  Primary Transit  2014         NaN
1761        Kepler-257 b      3.38    2.61   0.03   0.92       NaN          0  Primary Transit  2014         NaN
1762        Kepler-257 c     31.45    5.41   0.07   0.89       NaN          0  Primary Transit  2014         NaN
1763        Kepler-257 d     24.11    4.95   0.16   0.90       NaN          0  Primary Transit  2014         NaN
1764        Kepler-258 b     13.26    4.05   0.10   0.80       NaN          0  Primary Transit  2014         NaN
1765        Kepler-258 c      9.31    3.61   0.19   0.80       NaN          0  Primary Transit  2014         NaN
1766        Kepler-259 b      4.24    2.80   0.08   1.00       NaN          0  Primary Transit  2014         NaN
1767        Kepler-259 c      3.77    2.70   0.22   1.00       NaN          0  Primary Transit  2014         NaN
1768        Kepler-260 b     10.40    2.00   0.07   0.88       NaN          0  Primary Transit  2014         NaN
1769        Kepler-260 c      5.96    1.74   0.33   0.88       NaN          0  Primary Transit  2014         NaN
1770        Kepler-261 b     14.46    2.17   0.09   0.87       NaN          0  Primary Transit  2014         NaN
1771        Kepler-261 c     10.17    1.99   0.16   0.87       NaN          0  Primary Transit  2014         NaN
1772        Kepler-262 b      2.44    1.36   0.11   0.99       NaN          0  Primary Transit  2014         NaN
1773        Kepler-262 c      4.77    1.64   0.15   0.98       NaN          0  Primary Transit  2014         NaN
1774        Kepler-263 b      3.62    2.67   0.12   0.84       NaN          0  Primary Transit  2014         NaN
